state,leaning,device,collection,watch_index,video_id,watch_ts_datetime,week,month,q3_majority
GEORGIA,right,RFCWA06YGXP,forYou,701,7407957406480616735,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA06YGXP,forYou,710,7407998244036332830,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA06YGXP,forYou,711,7407805852557577515,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA06YGXP,forYou,713,7398266279666175274,23-08-2024,17,5,Anti Democrat
GEORGIA,right,RFCWA06YGXP,forYou,717,7385364679163530529,23-08-2024,17,5,Anti Democrat
GEORGIA,right,RFCWA06YGXP,forYou,728,7404976592314977582,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA06YGXP,forYou,733,7384156841871265070,23-08-2024,17,5,Pro Republican
GEORGIA,right,RFCWA06YGXP,forYou,736,7407847296752241950,23-08-2024,17,5,Anti Democrat
GEORGIA,right,RFCWA06YGXP,forYou,739,7375786390740536597,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA06YGXP,forYou,756,7406905717694745886,23-08-2024,17,5,Pro Democrat
GEORGIA,right,RFCWA06YGXP,forYou,760,7407799475416173855,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA06YGXP,forYou,771,7408473711600323883,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA06YGXP,forYou,781,7408220774223367470,23-08-2024,17,5,Anti Democrat
GEORGIA,right,RFCWA06YGXP,forYou,784,7408535516389510446,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA06YGXP,forYou,788,7408548030019947818,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA06YGXP,forYou,808,7405035904395496735,23-08-2024,17,5,Anti Republican
GEORGIA,right,RFCWA06YGXP,forYou,812,7408329604362177838,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA06YGXP,forYou,817,7408684280316022046,23-08-2024,17,5,Anti Democrat
GEORGIA,right,RFCWA06YGXP,forYou,825,7408594480066039083,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA0NQBAA,forYou,8,7396814410171321631,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA0NQBAA,forYou,52,7402667845995203882,23-08-2024,17,5,Anti Democrat
GEORGIA,right,RFCWA0NQBAA,forYou,53,7405702598323490094,23-08-2024,17,5,Anti Democrat
GEORGIA,right,RFCWA0NQBAA,forYou,69,7405709092045524266,23-08-2024,17,5,Anti Republican
GEORGIA,right,RFCWA0NQBAA,forYou,70,7395209565752528159,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA0NQBAA,forYou,71,7405644102039063839,23-08-2024,17,5,Anti Democrat
GEORGIA,right,RFCWA0NQBAA,forYou,85,7398653345184910638,23-08-2024,17,5,Anti Democrat
GEORGIA,right,RFCWA0NQBAA,forYou,103,7374104231889882411,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA0NQBAA,forYou,108,7399685301402144031,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA0NQBAA,forYou,123,7389321640074611998,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA0NQBAA,forYou,126,7384581125211032874,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA0NQBAA,forYou,129,7396539880399998250,23-08-2024,17,5,Anti Republican
GEORGIA,right,RFCWA0NQBAA,forYou,130,7383851218105339179,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA0NQBAA,forYou,133,7406424110072433951,23-08-2024,17,5,Anti Democrat
GEORGIA,right,RFCWA0NQBAA,forYou,167,7389807876988079390,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA0NQBAA,forYou,181,7405685216708267295,23-08-2024,17,5,Pro Republican
GEORGIA,right,RFCWA0NQBAA,forYou,215,7392363015875710240,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA0NQBAA,forYou,217,7375744699140721963,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA0NQBAA,forYou,218,7384283636998163718,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA0NQBAA,forYou,224,7396069339742457119,23-08-2024,17,5,Anti Republican
GEORGIA,right,RFCWA0NQBAA,forYou,231,7377307564876303662,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA0NQBAA,forYou,238,7399368626647682335,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA0NQBAA,forYou,255,7379035160718675243,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA0NQBAA,forYou,257,7395238150517312811,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA0NQBAA,forYou,264,7375889519750499602,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA0NQBAA,forYou,270,7382484254959160577,23-08-2024,17,5,Anti Democrat
GEORGIA,right,RFCWA0NQBAA,forYou,283,7405005290162146590,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA0NQBAA,forYou,308,7374518338917076267,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA0NQBAA,forYou,311,7404883896698981663,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA0NQBAA,forYou,341,7390090251240213802,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA0NQBAA,forYou,348,7407112229079862571,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA0NQBAA,forYou,361,7379375765676248363,23-08-2024,17,5,Anti Democrat
GEORGIA,right,RFCWA0NQBAA,forYou,386,7377544232296271147,23-08-2024,17,5,Anti Democrat
GEORGIA,right,RFCWA0NQBAA,forYou,400,7406029288257932575,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA0NQBAA,forYou,410,7406546351812660522,23-08-2024,17,5,Anti Democrat
GEORGIA,right,RFCWA0NQBAA,forYou,459,7407425115689962794,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA0NQBAA,forYou,471,7404389356460592402,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA0NQBAA,forYou,490,7401257198996688174,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA0NQBAA,forYou,518,7407574984736001310,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA0NQBAA,forYou,535,7396662787713338630,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA0NQBAA,forYou,543,7405687774969466155,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA0NQBAA,forYou,564,7402102836911279366,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA0NQBAA,forYou,565,7407498770964876574,23-08-2024,17,5,Anti Democrat
GEORGIA,right,RFCWA0NQBAA,forYou,574,7387092415053581576,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA0NQBAA,forYou,594,7386297676100308230,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA0NQBAA,forYou,637,7397160756850035999,23-08-2024,17,5,Anti Democrat
GEORGIA,right,RFCWA0NQBAA,forYou,653,7387101245766389025,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA0NQBAA,forYou,667,7407570722148584734,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA0NQBAA,forYou,675,7391621220938075397,23-08-2024,17,5,Neutral
GEORGIA,right,RFCWA0NQBAA,forYou,745,7407541489611361567,23-08-2024,17,5,Neutral
NY,left,RFCWA03Z0WH,forYou,20,7393004302777830698,23-08-2024,17,5,Neutral
NY,left,RFCWA03Z0WH,forYou,30,7406483886311607582,23-08-2024,17,5,Pro Democrat
NY,left,RFCWA03Z0WH,forYou,60,7374320371396250910,23-08-2024,17,5,Anti Republican
NY,left,RFCWA03Z0WH,forYou,67,7375744699140721963,23-08-2024,17,5,Neutral
NY,left,RFCWA03Z0WH,forYou,73,7398653899390864645,23-08-2024,17,5,Neutral
NY,left,RFCWA03Z0WH,forYou,82,7403026186202352917,23-08-2024,17,5,Neutral
NY,left,RFCWA03Z0WH,forYou,89,7377260294038375698,23-08-2024,17,5,Neutral
NY,left,RFCWA03Z0WH,forYou,106,7377504798775725358,23-08-2024,17,5,Neutral
NY,left,RFCWA03Z0WH,forYou,116,7404290780266876191,23-08-2024,17,5,Anti Republican
NY,left,RFCWA03Z0WH,forYou,141,7403410994598268191,23-08-2024,17,5,Neutral
NY,left,RFCWA03Z0WH,forYou,162,7389415514742754578,23-08-2024,17,5,Neutral
NY,left,RFCWA03Z0WH,forYou,173,7406010132016041262,23-08-2024,17,5,Anti Republican
NY,left,RFCWA03Z0WH,forYou,230,7406131302262574382,23-08-2024,17,5,Pro Democrat
NY,left,RFCWA03Z0WH,forYou,258,7406032056662281518,23-08-2024,17,5,Neutral
NY,left,RFCWA03Z0WH,forYou,292,7382783887925071134,23-08-2024,17,5,Neutral
NY,left,RFCWA03Z0WH,forYou,319,7407138826222718251,23-08-2024,17,5,Neutral
NY,left,RFCWA03Z0WH,forYou,383,7376326226690067745,23-08-2024,17,5,Neutral
NY,left,RFCWA03Z0WH,forYou,402,7404389356460592402,23-08-2024,17,5,Neutral
NY,left,RFCWA03Z0WH,forYou,424,7400131086782631210,23-08-2024,17,5,Pro Democrat
NY,left,RFCWA03Z0WH,forYou,428,7407182892226333998,23-08-2024,17,5,Anti Republican
NY,left,RFCWA03Z0WH,forYou,448,7407528181357481246,23-08-2024,17,5,Anti Democrat
NY,left,RFCWA03Z0WH,forYou,450,7406884895353474334,23-08-2024,17,5,Pro Democrat
NY,left,RFCWA03Z0WH,forYou,460,7406042621744909611,23-08-2024,17,5,Neutral
NY,left,RFCWA03Z0WH,forYou,495,7384264337453616389,23-08-2024,17,5,Neutral
NY,left,RFCWA03Z0WH,forYou,504,7387108165755653418,23-08-2024,17,5,Anti Democrat
NY,left,RFCWA03Z0WH,forYou,534,7406365352445136174,23-08-2024,17,5,Neutral
NY,left,RFCWA03Z0WH,forYou,549,7406785192053968174,23-08-2024,17,5,Neutral
NY,left,RFCWA03Z0WH,forYou,556,7405732773308452142,23-08-2024,17,5,Neutral
NY,left,RFCWA03Z0WH,forYou,568,7407512960991644958,23-08-2024,17,5,Neutral
NY,left,RFCWA03Z0WH,forYou,576,7377476802786184481,23-08-2024,17,5,Neutral
NY,left,RFCWA03Z0WH,forYou,616,7406441972266749226,23-08-2024,17,5,Anti Republican
NY,left,RFCWA03Z0WH,forYou,657,7397069881931353352,23-08-2024,17,5,Neutral
NY,left,RFCWA03Z0WH,forYou,700,7407137577221885216,23-08-2024,17,5,Neutral
NY,left,RFCWA03Z0WH,forYou,714,7407989538410269958,23-08-2024,17,5,Neutral
NY,left,RFCWA03Z0WH,forYou,736,7386297676100308230,23-08-2024,17,5,Neutral
NY,left,RFCWA03Z0WH,forYou,739,7407870055725157665,23-08-2024,17,5,Neutral
NY,left,RFCWA03Z0WH,forYou,757,7407488714496167210,23-08-2024,17,5,Neutral
NY,left,RFCWA03Z0WH,forYou,778,7406878661464427782,23-08-2024,17,5,Neutral
NY,left,RFCWA03Z0WH,forYou,786,7406813692920139041,23-08-2024,17,5,Neutral
NY,left,RFCWA03Z0WH,forYou,791,7408367322152455454,23-08-2024,17,5,Neutral
NY,left,RFCWA03Z0WH,forYou,792,7379225537912261921,23-08-2024,17,5,Neutral
NY,left,RFCWA03Z0WH,forYou,803,7408152802112884001,23-08-2024,17,5,Neutral
NY,left,RFCWA03Z0WH,forYou,808,7406905717694745886,23-08-2024,17,5,Pro Democrat
NY,left,RFCWA058XTF,forYou,4,7405324596037160222,23-08-2024,17,5,Pro Democrat
NY,left,RFCWA058XTF,forYou,23,7375959711847304491,23-08-2024,17,5,Neutral
NY,left,RFCWA058XTF,forYou,43,7390331609385291029,23-08-2024,17,5,Neutral
NY,left,RFCWA058XTF,forYou,59,7376069669192682798,23-08-2024,17,5,Anti Republican
NY,left,RFCWA058XTF,forYou,82,7391621220938075397,23-08-2024,17,5,Neutral
NY,left,RFCWA058XTF,forYou,113,7376582815002938657,23-08-2024,17,5,Pro Republican
NY,left,RFCWA058XTF,forYou,121,7393452092415003950,23-08-2024,17,5,Neutral
NY,left,RFCWA058XTF,forYou,122,7404283228699282718,23-08-2024,17,5,Pro Democrat
NY,left,RFCWA058XTF,forYou,127,7403423469616287022,23-08-2024,17,5,Neutral
NY,left,RFCWA058XTF,forYou,140,7389321640074611998,23-08-2024,17,5,Neutral
NY,left,RFCWA058XTF,forYou,144,7377504798775725358,23-08-2024,17,5,Neutral
NY,left,RFCWA058XTF,forYou,151,7391549358149242130,23-08-2024,17,5,Neutral
NY,left,RFCWA058XTF,forYou,171,7390738421616086314,23-08-2024,17,5,Neutral
NY,left,RFCWA058XTF,forYou,178,7389249688861560107,23-08-2024,17,5,Anti Republican
NY,left,RFCWA058XTF,forYou,239,7389807876988079390,23-08-2024,17,5,Neutral
NY,left,RFCWA058XTF,forYou,244,7406483886311607582,23-08-2024,17,5,Pro Democrat
NY,left,RFCWA058XTF,forYou,260,7403870347172269342,23-08-2024,17,5,Neutral
NY,left,RFCWA058XTF,forYou,262,7376013788870380832,23-08-2024,17,5,Neutral
NY,left,RFCWA058XTF,forYou,286,7404899098651856171,23-08-2024,17,5,Neutral
NY,left,RFCWA058XTF,forYou,330,7387962723721694506,23-08-2024,17,5,Anti Democrat
NY,left,RFCWA058XTF,forYou,335,7407229463437528350,23-08-2024,17,5,Neutral
NY,left,RFCWA058XTF,forYou,347,7395716973751012640,23-08-2024,17,5,Neutral
NY,left,RFCWA058XTF,forYou,355,7407272287990238494,23-08-2024,17,5,Pro Democrat
NY,left,RFCWA058XTF,forYou,367,7405446186204679466,23-08-2024,17,5,Pro Democrat
NY,left,RFCWA058XTF,forYou,372,7396447861874969861,23-08-2024,17,5,Neutral
NY,left,RFCWA058XTF,forYou,396,7396835234546830623,23-08-2024,17,5,Neutral
NY,left,RFCWA058XTF,forYou,486,7404963519822712097,23-08-2024,17,5,Anti Democrat
NY,left,RFCWA058XTF,forYou,502,7375951835762330913,23-08-2024,17,5,Neutral
NY,left,RFCWA058XTF,forYou,506,7406833487556316462,23-08-2024,17,5,Neutral
NY,left,RFCWA058XTF,forYou,530,7393457198178831648,23-08-2024,17,5,Neutral
NY,left,RFCWA058XTF,forYou,591,7407633115847380267,23-08-2024,17,5,Anti Republican
NY,left,RFCWA058XTF,forYou,611,7407602432542412078,23-08-2024,17,5,Neutral
NY,left,RFCWA058XTF,forYou,613,7407539004587035947,23-08-2024,17,5,Neutral
NY,left,RFCWA058XTF,forYou,627,7407488714496167210,23-08-2024,17,5,Neutral
NY,left,RFCWA058XTF,forYou,632,7407578382835223850,23-08-2024,17,5,Neutral
NY,left,RFCWA058XTF,forYou,658,7404994611229363487,23-08-2024,17,5,Neutral
NY,left,RFCWA058XTF,forYou,675,7407831878272617760,23-08-2024,17,5,Pro Republican
NY,left,RFCWA058XTF,forYou,715,7407524419846933791,23-08-2024,17,5,Neutral
NY,left,RFCWA058XTF,forYou,733,7405601770845523231,23-08-2024,17,5,Pro Democrat
NY,left,RFCWA058XTF,forYou,735,7407465288444185886,23-08-2024,17,5,Anti Republican
NY,left,RFCWA058XTF,forYou,738,7406078628758310175,23-08-2024,17,5,Pro Democrat
NY,left,RFCWA058XTF,forYou,764,7406417820705230110,23-08-2024,17,5,Anti Republican
NY,left,RFCWA058XTF,forYou,773,7407936517437492522,23-08-2024,17,5,Neutral
NY,left,RFCWA058XTF,forYou,787,7407627993897651498,23-08-2024,17,5,Neutral
NY,left,RFCWA058XTF,forYou,851,7407612363051896107,23-08-2024,17,5,Anti Republican
NY,left,RFCWA058XTF,forYou,855,7406331649467714859,23-08-2024,17,5,Anti Republican
NY,left,RFCWA058XTF,forYou,863,7408327935708515615,23-08-2024,17,5,Anti Republican
NY,left,RFCWA058XTF,forYou,895,7407816850274405675,23-08-2024,17,5,Anti Democrat
NY,left,RFCWA058XTF,forYou,935,7408164419449916705,23-08-2024,17,5,Neutral
NY,left,RFCWA058XTF,forYou,944,7407551389313813790,23-08-2024,17,5,Neutral
NY,left,RFCWA058XTF,forYou,950,7394156080831515934,23-08-2024,17,5,Neutral
NY,left,RFCWA058XTF,forYou,954,7408241945522277675,23-08-2024,17,5,Anti Republican
NY,left,RFCWA058XTF,forYou,955,7408015785769078058,23-08-2024,17,5,Neutral
NY,left,RFCWA058XTF,forYou,956,7407934738033315114,23-08-2024,17,5,Neutral
NY,right,RFCWA03Z37M,forYou,39,7380908331080322350,23-08-2024,17,5,Neutral
NY,right,RFCWA03Z37M,forYou,49,7391140579041611051,23-08-2024,17,5,Neutral
NY,right,RFCWA03Z37M,forYou,102,7384544998265605409,23-08-2024,17,5,Neutral
NY,right,RFCWA03Z37M,forYou,154,7390331609385291029,23-08-2024,17,5,Neutral
NY,right,RFCWA03Z37M,forYou,186,7374147779414740267,23-08-2024,17,5,Neutral
NY,right,RFCWA03Z37M,forYou,204,7403509783480864008,23-08-2024,17,5,Neutral
NY,right,RFCWA03Z37M,forYou,217,7375889519750499602,23-08-2024,17,5,Neutral
NY,right,RFCWA03Z37M,forYou,221,7390948462503693598,23-08-2024,17,5,Neutral
NY,right,RFCWA03Z37M,forYou,227,7379035160718675243,23-08-2024,17,5,Neutral
NY,right,RFCWA03Z37M,forYou,252,7386405440529239328,23-08-2024,17,5,Neutral
NY,right,RFCWA03Z37M,forYou,291,7376569834437381409,23-08-2024,17,5,Neutral
NY,right,RFCWA03Z37M,forYou,307,7404623987759779105,23-08-2024,17,5,Neutral
NY,right,RFCWA03Z37M,forYou,309,7387737101464390958,23-08-2024,17,5,Neutral
NY,right,RFCWA03Z37M,forYou,316,7392061723802373407,23-08-2024,17,5,Neutral
NY,right,RFCWA03Z37M,forYou,330,7377799139402190088,23-08-2024,17,5,Neutral
NY,right,RFCWA03Z37M,forYou,358,7387962723721694506,23-08-2024,17,5,Anti Democrat
NY,right,RFCWA03Z37M,forYou,396,7392203264944590088,23-08-2024,17,5,Neutral
NY,right,RFCWA03Z37M,forYou,412,7406142498046872874,23-08-2024,17,5,Neutral
NY,right,RFCWA03Z37M,forYou,432,7398054575632108832,23-08-2024,17,5,Neutral
NY,right,RFCWA03Z37M,forYou,456,7388960888411131168,23-08-2024,17,5,Neutral
NY,right,RFCWA03Z37M,forYou,460,7402019247712521502,23-08-2024,17,5,Anti Democrat
NY,right,RFCWA03Z37M,forYou,462,7403825481574894879,23-08-2024,17,5,Neutral
NY,right,RFCWA03Z37M,forYou,481,7384283636998163718,23-08-2024,17,5,Neutral
NY,right,RFCWA03Z37M,forYou,486,7406921959591660816,23-08-2024,17,5,Neutral
NY,right,RFCWA03Z37M,forYou,501,7396048944834432289,23-08-2024,17,5,Neutral
NY,right,RFCWA03Z37M,forYou,518,7407571487978229038,23-08-2024,17,5,Neutral
NY,right,RFCWA03Z37M,forYou,519,7404771401162444039,23-08-2024,17,5,Neutral
NY,right,RFCWA03Z37M,forYou,592,7400070434416348446,23-08-2024,17,5,Anti Democrat
NY,right,RFCWA03Z37M,forYou,596,7387857964897520938,23-08-2024,17,5,Anti Democrat
NY,right,RFCWA03Z37M,forYou,630,7392022405587193119,23-08-2024,17,5,Neutral
NY,right,RFCWA03Z37M,forYou,643,7407753889539247366,23-08-2024,17,5,Neutral
NY,right,RFCWA03Z37M,forYou,662,7390802725476273454,23-08-2024,17,5,Neutral
NY,right,RFCWA03Z37M,forYou,671,7406437380355263776,23-08-2024,17,5,Neutral
NY,right,RFCWA03Z37M,forYou,675,7402016744186875166,23-08-2024,17,5,Neutral
NY,right,RFCWA03Z37M,forYou,701,7407156701754821931,23-08-2024,17,5,Neutral
NY,right,RFCWA03Z37M,forYou,720,7392446911497653547,23-08-2024,17,5,Neutral
NY,right,RFCWA03Z37M,forYou,745,7408152802112884001,23-08-2024,17,5,Neutral
NY,right,RFCWA03Z37M,forYou,816,7407108654719110443,23-08-2024,17,5,Neutral
NY,right,RFCWB0K2W1Y,forYou,3,7383773966764215583,23-08-2024,17,5,Neutral
NY,right,RFCWB0K2W1Y,forYou,4,7404590230419852575,23-08-2024,17,5,Anti Democrat
NY,right,RFCWB0K2W1Y,forYou,5,7405703267541470495,23-08-2024,17,5,Pro Republican
NY,right,RFCWB0K2W1Y,forYou,6,7406423460144074015,23-08-2024,17,5,Pro Republican
NY,right,RFCWB0K2W1Y,forYou,21,7396069339742457119,23-08-2024,17,5,Anti Republican
NY,right,RFCWB0K2W1Y,forYou,24,7405689785555094815,23-08-2024,17,5,Anti Democrat
NY,right,RFCWB0K2W1Y,forYou,31,7395953769604795679,23-08-2024,17,5,Anti Democrat
NY,right,RFCWB0K2W1Y,forYou,33,7397905816289856810,23-08-2024,17,5,Anti Republican
NY,right,RFCWB0K2W1Y,forYou,34,7396388537668570398,23-08-2024,17,5,Anti Democrat
NY,right,RFCWB0K2W1Y,forYou,35,7403080040516308255,23-08-2024,17,5,Pro Republican
NY,right,RFCWB0K2W1Y,forYou,39,7403894626563722538,23-08-2024,17,5,Anti Republican
NY,right,RFCWB0K2W1Y,forYou,42,7397602971208518945,23-08-2024,17,5,Pro Republican
NY,right,RFCWB0K2W1Y,forYou,47,7402202113457016094,23-08-2024,17,5,Neutral
NY,right,RFCWB0K2W1Y,forYou,50,7399772345382047007,23-08-2024,17,5,Neutral
NY,right,RFCWB0K2W1Y,forYou,51,7406336380604927262,23-08-2024,17,5,Anti Democrat
NY,right,RFCWB0K2W1Y,forYou,52,7391505491697978657,23-08-2024,17,5,Pro Republican
NY,right,RFCWB0K2W1Y,forYou,54,7381165271324708128,23-08-2024,17,5,Neutral
NY,right,RFCWB0K2W1Y,forYou,57,7393824914316332331,23-08-2024,17,5,Pro Republican
NY,right,RFCWB0K2W1Y,forYou,59,7390246186369961262,23-08-2024,17,5,Neutral
NY,right,RFCWB0K2W1Y,forYou,62,7405644102039063839,23-08-2024,17,5,Anti Democrat
NY,right,RFCWB0K2W1Y,forYou,63,7406287112737180960,23-08-2024,17,5,Anti Democrat
NY,right,RFCWB0K2W1Y,forYou,65,7375744699140721963,23-08-2024,17,5,Neutral
NY,right,RFCWB0K2W1Y,forYou,67,7405324596037160222,23-08-2024,17,5,Pro Democrat
NY,right,RFCWB0K2W1Y,forYou,69,7384021183513005329,23-08-2024,17,5,Neutral
NY,right,RFCWB0K2W1Y,forYou,70,7395797622289698079,23-08-2024,17,5,Anti Democrat
NY,right,RFCWB0K2W1Y,forYou,71,7406559214383975711,23-08-2024,17,5,Neutral
NY,right,RFCWB0K2W1Y,forYou,72,7375090914315881729,23-08-2024,17,5,Anti Democrat
NY,right,RFCWB0K2W1Y,forYou,78,7406424960790564126,23-08-2024,17,5,Pro Republican
NY,right,RFCWB0K2W1Y,forYou,80,7402756734328130846,23-08-2024,17,5,Neutral
NY,right,RFCWB0K2W1Y,forYou,81,7378959465485471022,23-08-2024,17,5,Neutral
NY,right,RFCWB0K2W1Y,forYou,88,7390536281924652295,23-08-2024,17,5,Anti Democrat
NY,right,RFCWB0K2W1Y,forYou,93,7387520435212029226,23-08-2024,17,5,Neutral
NY,right,RFCWB0K2W1Y,forYou,99,7399178446976355617,23-08-2024,17,5,Anti Democrat
NY,right,RFCWB0K2W1Y,forYou,111,7396587717083204910,23-08-2024,17,5,Pro Republican
NY,right,RFCWB0K2W1Y,forYou,125,7406489457869720862,23-08-2024,17,5,Pro Republican
NY,right,RFCWB0K2W1Y,forYou,128,7375163882437971242,23-08-2024,17,5,Neutral
NY,right,RFCWB0K2W1Y,forYou,138,7386858487545875755,23-08-2024,17,5,Neutral
NY,right,RFCWB0K2W1Y,forYou,151,7387577387686415647,23-08-2024,17,5,Pro Republican
NY,right,RFCWB0K2W1Y,forYou,152,7402667845995203882,23-08-2024,17,5,Anti Democrat
NY,right,RFCWB0K2W1Y,forYou,169,7395615294321888542,23-08-2024,17,5,Neutral
NY,right,RFCWB0K2W1Y,forYou,171,7406501342908255531,23-08-2024,17,5,Anti Democrat
NY,right,RFCWB0K2W1Y,forYou,207,7389383409677700383,23-08-2024,17,5,Neutral
NY,right,RFCWB0K2W1Y,forYou,214,7390529630421142827,23-08-2024,17,5,Anti Democrat
NY,right,RFCWB0K2W1Y,forYou,218,7406475417353227562,23-08-2024,17,5,Anti Democrat
NY,right,RFCWB0K2W1Y,forYou,223,7393004302777830698,23-08-2024,17,5,Neutral
NY,right,RFCWB0K2W1Y,forYou,231,7377101249214319918,23-08-2024,17,5,Anti Republican
NY,right,RFCWB0K2W1Y,forYou,251,7385185746925129006,23-08-2024,17,5,Neutral
NY,right,RFCWB0K2W1Y,forYou,257,7398154957297306910,23-08-2024,17,5,Anti Democrat
NY,right,RFCWB0K2W1Y,forYou,262,7405685216708267295,23-08-2024,17,5,Pro Republican
NY,right,RFCWB0K2W1Y,forYou,270,7388043722056813856,23-08-2024,17,5,Neutral
NY,right,RFCWB0K2W1Y,forYou,273,7403554630057135391,23-08-2024,17,5,Neutral
NY,right,RFCWB0K2W1Y,forYou,275,7390331609385291029,23-08-2024,17,5,Neutral
NY,right,RFCWB0K2W1Y,forYou,276,7391621220938075397,23-08-2024,17,5,Neutral
NY,right,RFCWB0K2W1Y,forYou,277,7382693408130780448,23-08-2024,17,5,Anti Democrat
NY,right,RFCWB0K2W1Y,forYou,289,7390673670433213727,23-08-2024,17,5,Anti Democrat
NY,right,RFCWB0K2W1Y,forYou,293,7392421327417707822,23-08-2024,17,5,Neutral
NY,right,RFCWB0K2W1Y,forYou,297,7374576992189975840,23-08-2024,17,5,Neutral
NY,right,RFCWB0K2W1Y,forYou,318,7403799840741772575,23-08-2024,17,5,Pro Democrat
NY,right,RFCWB0K2W1Y,forYou,319,7405914242987101471,23-08-2024,17,5,Pro Republican
NY,right,RFCWB0K2W1Y,forYou,342,7405751439022099743,23-08-2024,17,5,Pro Democrat
NY,right,RFCWB0K2W1Y,forYou,352,7388247502950010144,23-08-2024,17,5,Anti Democrat
NY,right,RFCWB0K2W1Y,forYou,353,7403175874607975710,23-08-2024,17,5,Anti Democrat
NY,right,RFCWB0K2W1Y,forYou,360,7394539364430155040,23-08-2024,17,5,Neutral
NY,right,RFCWB0K2W1Y,forYou,364,7375373961741241631,23-08-2024,17,5,Neutral
NY,right,RFCWB0K2W1Y,forYou,365,7400812578391313697,23-08-2024,17,5,Pro Republican
NY,right,RFCWB0K2W1Y,forYou,372,7405404270121471262,23-08-2024,17,5,Neutral
NY,right,RFCWB0K2W1Y,forYou,399,7407501232144928046,23-08-2024,17,5,Neutral
NY,right,RFCWB0K2W1Y,forYou,413,7407574984736001310,23-08-2024,17,5,Neutral
NY,right,RFCWB0K2W1Y,forYou,421,7407483508630768927,23-08-2024,17,5,Anti Democrat
NY,right,RFCWB0K2W1Y,forYou,424,7407541489611361567,23-08-2024,17,5,Neutral
NY,right,RFCWB0K2W1Y,forYou,427,7407568136859340075,23-08-2024,17,5,Pro Republican
NY,right,RFCWB0K2W1Y,forYou,428,7406694782203923743,23-08-2024,17,5,Neutral
NY,right,RFCWB0K2W1Y,forYou,435,7406409119164402975,23-08-2024,17,5,Anti Democrat
NY,right,RFCWB0K2W1Y,forYou,440,7384252851570167082,23-08-2024,17,5,Neutral
NY,right,RFCWB0K2W1Y,forYou,442,7407498770964876574,23-08-2024,17,5,Anti Democrat
NY,right,RFCWB0K2W1Y,forYou,456,7402384356133571872,23-08-2024,17,5,Anti Democrat
NY,right,RFCWB0K2W1Y,forYou,465,7384283636998163718,23-08-2024,17,5,Neutral
NY,right,RFCWB0K2W1Y,forYou,468,7384298472633191726,23-08-2024,17,5,Neutral
NY,right,RFCWB0K2W1Y,forYou,484,7407465450533113119,23-08-2024,17,5,Neutral
NY,right,RFCWB0K2W1Y,forYou,489,7406969571560951086,23-08-2024,17,5,Neutral
NY,right,RFCWB0K2W1Y,forYou,500,7407598073897127198,23-08-2024,17,5,Anti Democrat
NY,right,RFCWB0K2W1Y,forYou,520,7407746016637635870,23-08-2024,17,5,Pro Democrat
