answer.topic_new,scenario.id
"['Abortion and reproductive health', 'Government or politics generally']",7405809877949500703
"['Covid, including covid vaccines', 'Government or politics generally']",7403852929616088363
"['Crime generally', 'Guns and gun control', 'Government or politics generally']",7411203630532922654
"['Immigration', 'Economy generally', 'Government or politics generally']",7422649085972221226
"['Immigration', 'Economy generally', 'Government or politics generally']",7422649085972221226
"['Biden dropping out of the presidential race', 'Government or politics generally']",7390529838349864238
"['Biden dropping out of the presidential race', 'Government or politics generally']",7390529838349864238
"['Economy generally', 'Crypto', 'Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7419772176791850282
"['Government or politics generally', 'Economy generally']",7390342832319417646
"['Crime generally', 'Other public health issues', 'Economy generally', 'Government or politics generally', 'Biden dropping out of the presidential race']",7397456426207120682
"['Racial issues, including affirmative action and racial discrimination', 'Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7429335934908255518
"['Education', 'Government or politics generally']",7394877781370309930
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Covid, including covid vaccines']",7422304413361982752
['Government or politics generally'],7402253903401684256
"['Climate change', 'Environment generally', 'Other public health issues', 'Economy generally', 'Government or politics generally']",7421995799766125870
"['Crime generally', 'Guns and gun control']",7404582450292198698
"['Biden dropping out of the presidential race', 'Government or politics generally']",7423541605719706923
"['Abortion and reproductive health', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7419815552203459883
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7421150395797474591
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7416703582021389599
"['Economy generally', 'Government or politics generally']",7392619110145871134
"['Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7423167358128131358
"['Biden dropping out of the presidential race', 'Government or politics generally']",7396505644263656746
"['Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7354159081298447662
['Government or politics generally'],7421342062295092526
"['Immigration', 'Government or politics generally']",7416266020781821216
"['Government or politics generally', 'Economy generally', 'Other public health issues']",7219427505239854378
"['Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7377862132915785003
"['LGBTQ+ issues, including transgender issues', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7401257198996688174
['Government or politics generally'],7400195685422812447
"['Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7423520856636263712
['Government or politics generally'],7426099036895071519
"['Racial issues, including affirmative action and racial discrimination', 'Democratic National Convention (DNC)', 'Biden dropping out of the presidential race', 'Government or politics generally']",7406158070641872159
"['Guns and gun control', 'Education', 'Government or politics generally']",7402698646656945450
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Economy generally', 'Government or politics generally']",7401216401937009952
"['Immigration', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7383082945168395563
['Government or politics generally'],7424612693333527850
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7367539488089918766
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7362331661289278762
"['Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7423475623261162757
"['Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7387786134190951711
"['Crime generally', 'Racial issues, including affirmative action and racial discrimination', 'Economy generally', 'Government or politics generally']",7403202277441375518
['Government or politics generally'],7416760696098016554
"['Crime generally', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7419952636763360543
['Government or politics generally'],7396587717083204910
['Government or politics generally'],7419012184140713258
['Government or politics generally'],7384417007334182186
['Abortion and reproductive health'],7394504310752578847
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7394487439504461063
"['Biden dropping out of the presidential race', 'Government or politics generally']",7416482321311796510
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7422014829101075742
"['Racial issues, including affirmative action and racial discrimination', 'Government or politics generally']",7428071387572604178
['Ukraine war'],7424815754454830368
['Government or politics generally'],7419395443706121473
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7396804510032612641
['Government or politics generally'],7414196387690286382
"['Government or politics generally', 'Biden dropping out of the presidential race']",7423949634722106667
"['Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7370720278894103813
['Government or politics generally'],7407934738033315114
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7404526219703700743
"['Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7347114344427064619
"['Racial issues, including affirmative action and racial discrimination', 'Government or politics generally']",7366655124170722603
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Economy generally', 'Government or politics generally']",7414173794497088798
"['Government or politics generally', 'Other']",7423850813195341087
"['Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7407847296752241950
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7413968402915642654
"['Abortion and reproductive health', 'LGBTQ+ issues, including transgender issues', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7364090020451372331
"['Abortion and reproductive health', 'LGBTQ+ issues, including transgender issues', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7364090020451372331
['Government or politics generally'],7375080308649004321
"['Racial issues, including affirmative action and racial discrimination', 'Democratic National Convention (DNC)']",7405807545719262482
"['Government or politics generally', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7428572864250465579
"['Abortion and reproductive health', 'Republican National Convention (RNC)']",7392372385711672607
"['Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7422322979977039134
"['Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7422322979977039134
"['Government or politics generally', 'Biden dropping out of the presidential race']",7405788114721066270
"['Immigration', 'Government or politics generally']",7419417795324071198
"['Immigration', 'Government or politics generally']",7419417795324071198
['Government or politics generally'],7390068544374983978
"['Other technology issues', 'Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7350386189389548833
"['Racial issues, including affirmative action and racial discrimination', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7379880194816871713
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7386293101146475777
"['Government or politics generally', 'Other']",7365146834215472427
"['Economy generally', 'Government or politics generally']",7419353789288811818
"['Economy generally', 'Government or politics generally']",7372747321303436587
"['Crime generally', 'Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7375262732632771882
"['Immigration', 'Government or politics generally']",7414551116764957983
['Government or politics generally'],7398233346460978462
"['Government or politics generally', 'Biden dropping out of the presidential race']",7412819429760716063
['Government or politics generally'],7411619923727846686
"['Immigration', 'Government or politics generally']",7423507657798978847
['Government or politics generally'],7433843331211316522
"['Immigration', 'Economy generally', 'Government or politics generally']",7415633028875029791
['Government or politics generally'],7416043871353949486
"['Other public health issues', 'Other']",7383851218105339179
"['Government or politics generally', 'Biden dropping out of the presidential race']",7408313914729041198
"['Racial issues, including affirmative action and racial discrimination', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7367853867431759147
['Government or politics generally'],7406988051177655583
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7387537995844422954
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7387537995844422954
"['Democratic National Convention (DNC)', 'Biden dropping out of the presidential race', 'Government or politics generally']",7405366836885228843
"['Democratic National Convention (DNC)', 'Biden dropping out of the presidential race', 'Government or politics generally']",7405366836885228843
"['Economy generally', 'Government or politics generally', 'Ukraine war']",7407477824841338143
"['Economy generally', 'Government or politics generally', 'Ukraine war']",7407477824841338143
"['Government or politics generally', 'Racial issues, including affirmative action and racial discrimination']",7400234436039642399
"['Government or politics generally', 'Racial issues, including affirmative action and racial discrimination']",7400234436039642399
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7390514825295645982
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7390514825295645982
"['Climate change', 'Environment generally', 'Government or politics generally', 'Ukraine war']",7420535592410221867
"['Climate change', 'Environment generally', 'Government or politics generally', 'Ukraine war']",7420535592410221867
"['Immigration', 'Government or politics generally']",7375550151009537326
"['Covid, including covid vaccines']",7368322819484077355
['Economy generally'],7390120504776019231
"['Assassination attempt on Donald Trump', 'Republican National Convention (RNC)', 'Government or politics generally']",7392560984163912991
['Government or politics generally'],7367061634151468331
"['LGBTQ+ issues, including transgender issues', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7354779393023167787
"['Immigration', 'Government or politics generally']",7419495083428351278
"['Other technology issues', 'Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7380862264506682667
"['Racial issues, including affirmative action and racial discrimination', 'Democratic National Convention (DNC)', 'Biden dropping out of the presidential race', 'Government or politics generally']",7405959586500332846
"['LGBTQ+ issues, including transgender issues', 'Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7408067095893724449
['Government or politics generally'],7413703295295966470
['Government or politics generally'],7387140723088379169
['Government or politics generally'],7424361342603185450
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Economy generally', 'Government or politics generally']",7418969930806218030
"['Economy generally', 'Government or politics generally']",7418998921667579166
"['Immigration', 'Government or politics generally']",7423922482857413918
"['Racial issues, including affirmative action and racial discrimination', 'Government or politics generally', 'Other technology issues']",7416166148326149418
"['Abortion and reproductive health', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Other public health issues', 'Other']",7400066877504032046
['Government or politics generally'],7372376654557007147
"['Crime generally', 'LGBTQ+ issues, including transgender issues', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Economy generally', 'Government or politics generally']",7348914258140482862
['Government or politics generally'],7366665006961757486
['Government or politics generally'],7424537949326347563
"['Racial issues, including affirmative action and racial discrimination', 'Democratic National Convention (DNC)', 'Government or politics generally', 'Biden dropping out of the presidential race']",7404652013222382879
"['Racial issues, including affirmative action and racial discrimination', 'Democratic National Convention (DNC)', 'Government or politics generally', 'Biden dropping out of the presidential race']",7404652013222382879
"['Abortion and reproductive health', 'Government or politics generally']",7395698989737282858
['Government or politics generally'],7385966073293622574
"['Immigration', 'Racial issues, including affirmative action and racial discrimination', 'Government or politics generally']",7398696242198465838
"['Crime generally', 'Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7419123061229751595
['Government or politics generally'],7422708905286847786
"['Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7421501424523021601
['Other'],7428772434737646891
"['Other public health issues', 'Government or politics generally']",7416106190737788191
"['Racial issues, including affirmative action and racial discrimination', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Other']",7418915391302421793
['Government or politics generally'],7431702070702525739
['Crime generally'],7364045978992741665
"['Immigration', 'Government or politics generally']",7413367681564314922
"['Racial issues, including affirmative action and racial discrimination', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7429373131116219694
['Government or politics generally'],7407465288444185886
['Government or politics generally'],7427149933201100078
['Government or politics generally'],7384851708226276654
"['Immigration', 'Abortion and reproductive health', 'Racial issues, including affirmative action and racial discrimination', 'Government or politics generally']",7419118642828152107
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7396887189042433326
"['Abortion and reproductive health', 'Government or politics generally']",7415986340891856158
['Government or politics generally'],7423619480821058858
"['Crime generally', 'Immigration', 'Government or politics generally']",7417155853427510559
"['Government or politics generally', 'Biden dropping out of the presidential race']",7422845345023020319
"['Other public health issues', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7390097120168070418
"['Other public health issues', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7390097120168070418
"['Biden dropping out of the presidential race', 'Government or politics generally']",7374593216835849515
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7398590647634087200
"['Crime generally', 'Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7426655231376837934
"['Abortion and reproductive health', 'LGBTQ+ issues, including transgender issues', 'Other public health issues', 'Government or politics generally']",7416082730573778207
"['Abortion and reproductive health', 'LGBTQ+ issues, including transgender issues', 'Other public health issues', 'Government or politics generally']",7416082730573778207
['Government or politics generally'],7408545967609285934
['Government or politics generally'],7408545967609285934
"['Immigration', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7422787375056702726
"['Other technology issues', 'Government or politics generally']",7362874490272992543
"['Other public health issues', 'Assassination attempt on Donald Trump', 'Government or politics generally']",7429004424002964766
"['Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7429335890805263659
"['Crime generally', 'Government or politics generally']",7413470548837092640
"['Crime generally', 'Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7371064185867881761
"['Guns and gun control', 'LGBTQ+ issues, including transgender issues', 'Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7397906999415033118
"['Biden dropping out of the presidential race', 'Government or politics generally']",7405404270121471262
"['Covid, including covid vaccines']",7381195724521835807
['Government or politics generally'],7412736686360120619
['Other'],7414860862365715744
"['Economy generally', 'Government or politics generally']",7413076455912967457
"['Racial issues, including affirmative action and racial discrimination', 'Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7407522256697429291
"['Crime generally', 'Racial issues, including affirmative action and racial discrimination', 'Government or politics generally']",7418686592035884330
"['Abortion and reproductive health', 'Racial issues, including affirmative action and racial discrimination', 'Government or politics generally', 'Biden dropping out of the presidential race']",7386844465408806174
['Government or politics generally'],7384940192290950446
"['Crime generally', 'Government or politics generally']",7386758910100688171
"['Government or politics generally', 'Biden dropping out of the presidential race']",7428981095082822955
['Government or politics generally'],7430126210262240543
"['Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration', 'Other technology issues']",7428941438563405063
"['Government or politics generally', 'Ukraine war', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7414427385925209376
"['Covid, including covid vaccines', 'Economy generally', 'Government or politics generally']",7420958958053002542
"['Biden dropping out of the presidential race', 'Government or politics generally']",7393441367654944043
['Government or politics generally'],7367573791762877738
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Other']",7388941318807899424
"['Biden dropping out of the presidential race', 'Government or politics generally']",7390179294036741407
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Other']",7362747732592725256
"['Covid, including covid vaccines', 'Economy generally', 'Government or politics generally', 'Ukraine war']",7338510774794734894
"['Crime generally', 'Government or politics generally']",7361488958108224810
"['Crime generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7400726539157081390
"['Crime generally', 'Abortion and reproductive health', 'LGBTQ+ issues, including transgender issues', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Covid, including covid vaccines', 'Government or politics generally']",7376781525699808554
"['Crime generally', 'Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7371157828922297605
['Government or politics generally'],7399707160965319967
"['Racial issues, including affirmative action and racial discrimination', 'Government or politics generally']",7388598237059501355
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas', 'Other']",7368656781570067754
"['Racial issues, including affirmative action and racial discrimination', 'Government or politics generally']",7398139400066010411
['Government or politics generally'],7358249513800174890
['Guns and gun control'],7423206838654487851
['Government or politics generally'],7431350955930586410
"['Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7423977143643770145
"['Crypto', 'Government or politics generally']",7416094169027939626
"['Crypto', 'Government or politics generally']",7416094169027939626
"['Racial issues, including affirmative action and racial discrimination', 'Biden dropping out of the presidential race', 'Government or politics generally']",7394305059670019358
"['Immigration', 'Government or politics generally']",7413236891308395794
"['Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7422793730861665578
"['Crime generally', 'Government or politics generally']",7358783679100996896
"['Crime generally', 'Government or politics generally']",7358783679100996896
['Government or politics generally'],7423839366935498030
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7410117015970532654
"['Crime generally', 'Guns and gun control']",7416576374246444334
"['Crime generally', 'Guns and gun control']",7416576374246444334
"['Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7428270075393641771
['Government or politics generally'],7399031698454842667
['Government or politics generally'],7372336680201637151
"['Crime generally', 'Climate change', 'Environment generally', 'Abortion and reproductive health', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Economy generally', 'Government or politics generally']",7386799795916049710
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7419143078293884168
"['LGBTQ+ issues, including transgender issues', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7379674791411748139
"['LGBTQ+ issues, including transgender issues', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7395302885682203934
"['Crime generally', 'Government or politics generally']",7420740332897225991
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7421556134877728032
"['Economy generally', 'Government or politics generally']",7391571405424299297
"['Crime generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7382988528701181230
['Government or politics generally'],7396069339742457119
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7420970545476275487
"['Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7421852956171078958
['Government or politics generally'],7411674574150028575
['Government or politics generally'],7412684573244443947
"['Government or politics generally', 'Biden dropping out of the presidential race']",7361829758000205088
"['LGBTQ+ issues, including transgender issues', 'Government or politics generally']",7413874495078862110
"['LGBTQ+ issues, including transgender issues', 'Government or politics generally']",7413874495078862110
"['Government or politics generally', 'Biden dropping out of the presidential race']",7403160686144146730
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7389744565739097390
"['Guns and gun control', 'Government or politics generally']",7400467297434864926
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7390912964141878561
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7401139242463759658
"['Government or politics generally', 'Economy generally']",7421962180527967519
['Government or politics generally'],7424223037504949546
"['Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7354837364205817094
['Government or politics generally'],7360109456186674478
"['Biden dropping out of the presidential race', 'Government or politics generally']",7428711544076193066
"['Government or politics generally', 'Biden dropping out of the presidential race']",7428345633049808170
"['Environment generally', 'Government or politics generally']",7423922345103936814
['Government or politics generally'],7424558593124420895
"['Crime generally', 'Guns and gun control', 'Government or politics generally']",7416509253491428638
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7425297242183044384
"['Immigration', 'Covid, including covid vaccines', 'Other public health issues', 'Government or politics generally']",7429467257194990879
"['Government or politics generally', 'Biden dropping out of the presidential race']",7433121947455638830
"['Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7392674986038775072
"['Crime generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7424500344031333662
"['Crime generally', 'Government or politics generally']",7376043051879353630
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7410409728553061664
"['Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7427257825342115114
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7421431466480979207
['Crime generally'],7419008587197893920
"['Economy generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7408095438047366433
['Government or politics generally'],7410557804907384095
['Government or politics generally'],7334678074832850183
"['Democratic National Convention (DNC)', 'Government or politics generally']",7404833281734167838
"['Immigration', 'Abortion and reproductive health', 'Racial issues, including affirmative action and racial discrimination', 'Education', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Economy generally', 'Democratic National Convention (DNC)', 'Biden dropping out of the presidential race', 'Government or politics generally']",7405446186204679466
"['Government or politics generally', 'Other']",7386644669695905055
"['Government or politics generally', 'Other']",7397909979568590123
['Government or politics generally'],7427721407448042757
['Government or politics generally'],7427310765247302958
"['LGBTQ+ issues, including transgender issues', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7402833160540769582
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7396338113573948690
['Government or politics generally'],7392401920331107614
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7426564759501294879
"['Racial issues, including affirmative action and racial discrimination', 'Government or politics generally']",7392316959280450862
['Government or politics generally'],7395676203446734111
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7414961786408946986
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7414961786408946986
"['Economy generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7421639933451914501
['Government or politics generally'],7376995431986908459
"['Abortion and reproductive health', 'Government or politics generally']",7418251167483956523
"['Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7416792323830451487
"['Racial issues, including affirmative action and racial discrimination', 'Government or politics generally']",7421682851848162606
"['Racial issues, including affirmative action and racial discrimination', 'Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7407957877048036650
"['Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7423928118269857055
"['Abortion and reproductive health', 'Other public health issues', 'Economy generally', 'Government or politics generally']",7392076616056212778
['Government or politics generally'],7418581437135277343
['Government or politics generally'],7418581437135277343
['Government or politics generally'],7368653339292388654
"['Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7423027022282231046
"['Government or politics generally', 'Biden dropping out of the presidential race']",7429835944968064298
"['Covid, including covid vaccines', 'Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7423640539024739615
"['Covid, including covid vaccines', 'Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7423640539024739615
"['Immigration', 'Government or politics generally']",7413478085246455070
['Government or politics generally'],7407042510473678113
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7415655778679262497
"['Government or politics generally', 'Biden dropping out of the presidential race']",7416108227131198751
"['Government or politics generally', 'Economy generally']",7422472971102686510
"['Crime generally', 'Government or politics generally']",7359589041295068449
"['Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7423667248952282410
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7396336095102881054
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7400378340739124498
['Government or politics generally'],7413188264208747822
"['Government or politics generally', 'Economy generally']",7421288800413879583
"['Racial issues, including affirmative action and racial discrimination', 'Government or politics generally']",7413222078444326175
"['Crime generally', 'Immigration', 'LGBTQ+ issues, including transgender issues', 'Government or politics generally']",7422300385987071275
"['Abortion and reproductive health', 'Racial issues, including affirmative action and racial discrimination', 'Economy generally', 'Other technology issues', 'Government or politics generally']",7425148063427202334
"['Government or politics generally', 'Economy generally']",7412961291418996001
['Government or politics generally'],7423519197373779243
"['Immigration', 'LGBTQ+ issues, including transgender issues', 'Education', 'Government or politics generally']",7419379633549823275
"['Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7401757294041566495
"['Economy generally', 'Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7419406668586388782
"['Economy generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7423779581645098245
['Government or politics generally'],7404960264065600814
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7431257676958469408
"['Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7425415633346530603
['Government or politics generally'],7429284726814346527
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7367108689636920618
['Government or politics generally'],7422391249832840478
['Government or politics generally'],7388620570553797930
"['Covid, including covid vaccines', 'Economy generally', 'Government or politics generally']",7363708475538443562
"['Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7425141482471951624
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7396306922384674079
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas', 'Other public health issues']",7367040488764919083
"['Crime generally', 'Government or politics generally']",7421076751486340395
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7415669149495594273
"['Crime generally', 'Government or politics generally']",7418763221739293995
"['Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7378709702827429162
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7420824830724836650
"['Economy generally', 'Government or politics generally']",7403743508550405407
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7377889330670406917
['Government or politics generally'],7390111575996157215
"['Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7392237978300468510
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7421644764488928554
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7421644764488928554
['Other technology issues'],7360925191687425298
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7403873837521095968
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7403873837521095968
"['Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7371071385206082859
['Government or politics generally'],7407480910167149867
"['Immigration', 'Abortion and reproductive health', 'Economy generally', 'Government or politics generally']",7413538984992722219
"['Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7414252107613670702
